companyName,companyCode,date,postPerDay,tradingPerDay
미투온,201490,2023.02.17,3,317627.0
미투온,201490,2023.02.16,17,490115.0
미투온,201490,2023.02.15,18,171747.0
미투온,201490,2023.02.14,9,114744.0
미투온,201490,2023.02.13,2,174809.0
미투온,201490,2023.02.10,20,216809.0
미투온,201490,2023.02.09,11,129275.0
미투온,201490,2023.02.08,13,156468.0
미투온,201490,2023.02.07,3,212387.0
미투온,201490,2023.02.06,6,140931.0
미투온,201490,2023.02.03,15,338165.0
미투온,201490,2023.02.02,7,281187.0
미투온,201490,2023.02.01,9,124796.0
미투온,201490,2023.01.31,5,179692.0
미투온,201490,2023.01.30,11,190800.0
미투온,201490,2023.01.27,8,189711.0
미투온,201490,2023.01.26,7,180136.0
미투온,201490,2023.01.25,9,308409.0
미투온,201490,2023.01.20,9,147465.0
미투온,201490,2023.01.19,6,312689.0
미투온,201490,2023.01.18,8,409354.0
미투온,201490,2023.01.17,7,133773.0
미투온,201490,2023.01.16,5,264075.0
미투온,201490,2023.01.13,23,1076417.0
미투온,201490,2023.01.12,3,107553.0
미투온,201490,2023.01.11,4,178918.0
미투온,201490,2023.01.10,3,91892.0
미투온,201490,2023.01.09,11,114111.0
미투온,201490,2023.01.06,13,68629.0
미투온,201490,2023.01.05,10,117905.0
미투온,201490,2023.01.04,18,148398.0
미투온,201490,2023.01.03,20,277131.0
미투온,201490,2023.01.02,19,175009.0
미투온,201490,2022.12.29,19,623393.0
미투온,201490,2022.12.28,2,119231.0
미투온,201490,2022.12.27,13,159657.0
미투온,201490,2022.12.26,15,173792.0
미투온,201490,2022.12.23,27,253550.0
미투온,201490,2022.12.22,16,125983.0
미투온,201490,2022.12.21,19,305092.0
미투온,201490,2022.12.20,12,291123.0
미투온,201490,2022.12.19,15,189793.0
미투온,201490,2022.12.16,17,128057.0
미투온,201490,2022.12.15,3,135169.0
미투온,201490,2022.12.14,14,230716.0
미투온,201490,2022.12.13,9,172614.0
미투온,201490,2022.12.12,7,135108.0
미투온,201490,2022.12.09,7,182149.0
미투온,201490,2022.12.08,18,250600.0
미투온,201490,2022.12.07,17,180242.0
미투온,201490,2022.12.06,4,155961.0
미투온,201490,2022.12.05,7,164408.0
미투온,201490,2022.12.02,13,259422.0
미투온,201490,2022.12.01,8,207070.0
미투온,201490,2022.11.30,7,120432.0
미투온,201490,2022.11.29,11,139818.0
미투온,201490,2022.11.28,15,243838.0
미투온,201490,2022.11.25,38,740126.0
미투온,201490,2022.11.24,12,252345.0
미투온,201490,2022.11.23,31,248547.0
미투온,201490,2022.11.22,13,766518.0
미투온,201490,2022.11.21,25,373290.0
미투온,201490,2022.11.18,11,568472.0
미투온,201490,2022.11.17,13,184910.0
미투온,201490,2022.11.16,6,247285.0
미투온,201490,2022.11.15,7,286489.0
미투온,201490,2022.11.14,12,433532.0
미투온,201490,2022.11.11,16,482874.0
미투온,201490,2022.11.10,21,1760469.0
미투온,201490,2022.11.09,17,342977.0
미투온,201490,2022.11.08,19,675232.0
미투온,201490,2022.11.07,4,349134.0
미투온,201490,2022.11.04,6,270343.0
미투온,201490,2022.11.03,11,230697.0
미투온,201490,2022.11.02,17,477936.0
미투온,201490,2022.11.01,7,518596.0
미투온,201490,2022.10.31,10,685921.0
미투온,201490,2022.10.28,8,466410.0
미투온,201490,2022.10.27,7,956987.0
미투온,201490,2022.10.26,7,216407.0
미투온,201490,2022.10.25,1,200364.0
미투온,201490,2022.10.24,5,254966.0
미투온,201490,2022.10.21,4,339005.0
미투온,201490,2022.10.20,4,312549.0
미투온,201490,2022.10.19,8,631241.0
미투온,201490,2022.10.18,21,1740396.0
미투온,201490,2022.10.17,12,1303746.0
미투온,201490,2022.10.14,8,1480081.0
미투온,201490,2022.10.13,9,482621.0
미투온,201490,2022.10.12,6,303523.0
미투온,201490,2022.10.11,5,368812.0
미투온,201490,2022.10.07,3,201863.0
미투온,201490,2022.10.06,6,207038.0
미투온,201490,2022.10.05,5,279485.0
미투온,201490,2022.10.04,2,272365.0
미투온,201490,2022.09.30,9,366343.0
미투온,201490,2022.09.29,6,475759.0
미투온,201490,2022.09.28,4,784380.0
미투온,201490,2022.09.27,7,576207.0
미투온,201490,2022.09.26,4,834755.0
미투온,201490,2022.09.23,11,635172.0
미투온,201490,2022.09.22,11,455535.0
미투온,201490,2022.09.21,10,434484.0
미투온,201490,2022.09.20,14,335865.0
미투온,201490,2022.09.19,7,348946.0
미투온,201490,2022.09.16,4,402311.0
미투온,201490,2022.09.15,14,462232.0
미투온,201490,2022.09.14,7,527736.0
미투온,201490,2022.09.13,11,530673.0
미투온,201490,2022.09.08,22,662372.0
미투온,201490,2022.09.07,35,1177893.0
미투온,201490,2022.09.06,21,995858.0
미투온,201490,2022.09.05,35,1061914.0
미투온,201490,2022.09.02,51,1325983.0
미투온,201490,2022.09.01,59,2069168.0
미투온,201490,2022.08.31,57,2618953.0
미투온,201490,2022.08.30,33,1285898.0
미투온,201490,2022.08.29,39,1561080.0
미투온,201490,2022.08.26,140,3989778.0
미투온,201490,2022.08.25,84,2762261.0
미투온,201490,2022.08.24,82,1361807.0
