companyName,companyCode,date,postPerDay,tradingPerDay
코원플레이,056000,2023.02.16,0.01,1
코원플레이,056000,2023.02.17,1,1
코원플레이,056000,2023.02.15,1,1
코원플레이,056000,2023.02.13,1,1
코원플레이,056000,2023.02.10,0.02,1
코원플레이,056000,2023.02.09,1,1
코원플레이,056000,2023.02.08,0.04,1
코원플레이,056000,2023.02.07,0.02,1
코원플레이,056000,2023.01.27,1,1
코원플레이,056000,2023.01.20,1,1
코원플레이,056000,2023.01.19,0.01,1
코원플레이,056000,2023.01.18,1,1
코원플레이,056000,2023.01.13,0.01,1
코원플레이,056000,2023.01.12,1,1
코원플레이,056000,2023.01.11,1,1
코원플레이,056000,2023.01.10,1,1
코원플레이,056000,2023.01.06,1,1
코원플레이,056000,2023.01.04,0.01,1
코원플레이,056000,2023.01.03,1,1
코원플레이,056000,2023.01.02,0.05,1
코원플레이,056000,2022.12.29,0.01,1
코원플레이,056000,2022.12.28,0.03,1
코원플레이,056000,2022.12.27,1,1
코원플레이,056000,2022.12.26,1,1
코원플레이,056000,2022.12.16,1,1
코원플레이,056000,2022.12.12,1,1
코원플레이,056000,2022.12.08,0.01,1
코원플레이,056000,2022.11.28,1,1
코원플레이,056000,2022.11.21,1,1
코원플레이,056000,2022.11.17,0.02,1
코원플레이,056000,2022.11.15,0.02,1
코원플레이,056000,2022.11.14,0.02,1
코원플레이,056000,2022.11.07,1,1
코원플레이,056000,2022.11.03,1,1
코원플레이,056000,2022.10.31,1,1
코원플레이,056000,2022.10.25,1,1
코원플레이,056000,2022.10.20,1,1
코원플레이,056000,2022.10.18,1,1
코원플레이,056000,2022.10.14,1,1
코원플레이,056000,2022.10.13,0.01,1
코원플레이,056000,2022.10.12,0.03,1
코원플레이,056000,2022.10.11,0.02,1
코원플레이,056000,2022.10.07,0.02,1
코원플레이,056000,2022.10.06,0.04,1
코원플레이,056000,2022.09.30,1,1
코원플레이,056000,2022.09.28,1,1
코원플레이,056000,2022.09.27,1,1
코원플레이,056000,2022.09.26,1,1
코원플레이,056000,2022.09.16,1,1
코원플레이,056000,2022.09.14,1,1
코원플레이,056000,2022.09.08,1,1
코원플레이,056000,2022.09.07,0.02,1
코원플레이,056000,2022.09.06,1,1
코원플레이,056000,2022.09.05,0.01,1
코원플레이,056000,2022.09.02,1,1
코원플레이,056000,2022.08.31,0.03,1
코원플레이,056000,2022.08.25,1,1
코원플레이,056000,2022.08.18,0.02,1
코원플레이,056000,2022.08.17,0.02,1
코원플레이,056000,2022.08.16,1,1
코원플레이,056000,2022.08.08,1,1
코원플레이,056000,2022.08.02,1,1
코원플레이,056000,2022.07.29,1,1
코원플레이,056000,2022.07.21,1,1
코원플레이,056000,2022.07.19,1,1
코원플레이,056000,2022.07.18,1,1
코원플레이,056000,2022.07.11,1,1
코원플레이,056000,2022.07.07,0.01,1
코원플레이,056000,2022.07.05,0.01,1
코원플레이,056000,2022.06.29,1,1
코원플레이,056000,2022.06.27,1,1
코원플레이,056000,2022.06.23,0.01,1
코원플레이,056000,2022.06.22,1,1
코원플레이,056000,2022.06.20,1,1
코원플레이,056000,2022.06.17,1,1
코원플레이,056000,2022.06.16,1,1
코원플레이,056000,2022.06.15,1,1
코원플레이,056000,2022.06.09,1,1
코원플레이,056000,2022.06.08,1,1
코원플레이,056000,2022.05.30,1,1
코원플레이,056000,2022.05.27,1,1
코원플레이,056000,2022.05.25,1,1
코원플레이,056000,2022.05.20,1,1
코원플레이,056000,2022.05.13,1,1
코원플레이,056000,2022.05.10,1,1
코원플레이,056000,2022.05.09,0.01,1
코원플레이,056000,2022.05.06,0.01,1
코원플레이,056000,2022.05.04,1,1
코원플레이,056000,2022.05.03,0.01,1
코원플레이,056000,2022.05.02,1,1
코원플레이,056000,2022.04.29,1,1
코원플레이,056000,2022.04.21,1,1
코원플레이,056000,2022.04.20,1,1
코원플레이,056000,2022.04.19,1,1
코원플레이,056000,2022.04.18,0.01,1
코원플레이,056000,2022.04.13,1,1
코원플레이,056000,2022.04.12,1,1
코원플레이,056000,2022.04.08,1,1
코원플레이,056000,2022.04.07,0.01,1
코원플레이,056000,2022.04.06,1,1
코원플레이,056000,2022.04.05,1,1
코원플레이,056000,2022.03.31,1,1
코원플레이,056000,2022.03.30,1,1
코원플레이,056000,2022.03.29,0.01,1
코원플레이,056000,2022.03.28,1,1
코원플레이,056000,2022.03.25,0.02,1
코원플레이,056000,2022.03.24,0.01,1
코원플레이,056000,2022.03.23,0.02,1
코원플레이,056000,2022.03.22,1,1
코원플레이,056000,2022.03.21,0.01,1
코원플레이,056000,2022.03.18,1,1
코원플레이,056000,2022.03.17,0.01,1
코원플레이,056000,2022.03.16,0.01,1
코원플레이,056000,2022.03.15,0.01,1
코원플레이,056000,2022.03.08,1,1
코원플레이,056000,2022.03.07,1,1
코원플레이,056000,2022.03.03,0.01,1
코원플레이,056000,2022.02.28,0.02,1
코원플레이,056000,2022.02.24,1,1
코원플레이,056000,2022.02.21,1,1
코원플레이,056000,2022.02.18,1,1
코원플레이,056000,2022.02.17,1,1
코원플레이,056000,2022.02.16,0.01,1
코원플레이,056000,2022.02.15,1,1
코원플레이,056000,2022.02.11,1,1
코원플레이,056000,2022.02.09,1,1
코원플레이,056000,2022.02.08,1,1
코원플레이,056000,2022.01.27,1,1
코원플레이,056000,2022.01.19,1,1
코원플레이,056000,2022.01.18,1,1
코원플레이,056000,2022.01.03,0.01,1
코원플레이,056000,2021.12.22,1,1
코원플레이,056000,2021.12.21,0.01,1
코원플레이,056000,2021.12.16,1,1
코원플레이,056000,2021.12.15,1,1
코원플레이,056000,2021.12.03,1,1
코원플레이,056000,2021.12.01,1,1
코원플레이,056000,2021.11.26,1,1
코원플레이,056000,2021.11.24,1,1
코원플레이,056000,2021.11.11,1,1
코원플레이,056000,2021.11.10,1,1
코원플레이,056000,2021.11.09,1,1
코원플레이,056000,2021.11.05,1,1
코원플레이,056000,2021.11.02,0.01,1
코원플레이,056000,2021.10.26,1,1
코원플레이,056000,2021.10.22,0.04,1
코원플레이,056000,2021.10.21,0.03,1
코원플레이,056000,2021.10.07,1,1
코원플레이,056000,2021.09.29,0.02,1
코원플레이,056000,2021.09.24,0.01,1
코원플레이,056000,2021.09.23,1,1
코원플레이,056000,2021.09.16,0.01,1
코원플레이,056000,2021.09.13,1,1
코원플레이,056000,2021.09.02,1,1
코원플레이,056000,2021.09.01,1,1
코원플레이,056000,2021.08.27,1,1
코원플레이,056000,2021.08.25,1,1
코원플레이,056000,2021.08.20,1,1
코원플레이,056000,2021.08.18,0.01,1
코원플레이,056000,2021.08.17,0.01,1
코원플레이,056000,2021.08.12,1,1
코원플레이,056000,2021.08.11,1,1
코원플레이,056000,2021.08.04,1,1
코원플레이,056000,2021.07.28,1,1
코원플레이,056000,2021.07.19,1,1
코원플레이,056000,2021.07.13,1,1
코원플레이,056000,2021.07.12,1,1
코원플레이,056000,2021.07.09,1,1
코원플레이,056000,2021.07.08,1,1
코원플레이,056000,2021.07.06,1,1
코원플레이,056000,2021.07.05,1,1
코원플레이,056000,2021.07.02,0.01,1
코원플레이,056000,2021.06.30,0.01,1
코원플레이,056000,2021.06.24,1,1
코원플레이,056000,2021.06.23,1,1
코원플레이,056000,2021.06.22,1,1
코원플레이,056000,2021.06.16,1,1
코원플레이,056000,2021.06.15,1,1
코원플레이,056000,2021.06.14,1,1
코원플레이,056000,2021.06.11,1,1
코원플레이,056000,2021.06.09,1,1
코원플레이,056000,2021.06.08,0.02,1
코원플레이,056000,2021.06.07,1,1
코원플레이,056000,2021.06.03,0.01,1
코원플레이,056000,2021.05.31,0.01,1
코원플레이,056000,2021.05.28,1,1
코원플레이,056000,2021.05.25,1,1
코원플레이,056000,2021.05.21,1,1
코원플레이,056000,2021.05.20,1,1
코원플레이,056000,2021.05.17,0.01,1
코원플레이,056000,2021.05.13,1,1
코원플레이,056000,2021.05.07,1,1
코원플레이,056000,2021.05.06,0.02,1
코원플레이,056000,2021.05.04,1,1
코원플레이,056000,2021.05.03,1,1
코원플레이,056000,2021.04.30,1,1
코원플레이,056000,2021.04.29,0.02,1
코원플레이,056000,2021.04.28,0.01,1
코원플레이,056000,2021.04.27,0.02,1
코원플레이,056000,2021.04.26,1,1
코원플레이,056000,2021.04.22,0.05,1
코원플레이,056000,2021.04.16,0.02,1
코원플레이,056000,2021.04.15,0.01,1
코원플레이,056000,2021.04.14,1,1
코원플레이,056000,2021.04.12,0.03,1
코원플레이,056000,2021.04.09,0.02,1
코원플레이,056000,2021.04.08,0.02,1
코원플레이,056000,2021.04.07,0.01,1
코원플레이,056000,2021.04.05,1,1
코원플레이,056000,2021.04.02,0.02,1
코원플레이,056000,2021.04.01,0.1,1
코원플레이,056000,2021.03.31,0.04,1
코원플레이,056000,2021.03.30,0.01,1
코원플레이,056000,2021.03.29,0.02,1
코원플레이,056000,2021.03.26,0.09,1
