companyName,companyCode,salesFourYearsAgo,salesThreeYearsAgo,salesTwoYearsAgo,salesOneYearsAgo
골드퍼시픽,038530,113.0,51.0,87.0
서울리거,043710,731.0,136.0,149.0
지씨셀,144510
신테카바이오,226330,5.0,6.0,3.0
네오펙트,290660,123.0,186.0,232.0
